px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
11.1554	-2.90186	-2.81225	-1.95346	0.509165	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	2.31489
11.2086	-2.7573	-2.81148	-1.92394	0.511009	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.0951826
11.2523	-2.59093	-2.83261	-1.87345	0.543933	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	2.45786
11.2114	-2.42476	-2.80626	-1.74673	0.711948	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	24.3576
11.2233	-2.26677	-2.80893	-1.69718	0.724896	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.413654
11.3194	-2.12569	-2.82615	-1.75382	0.5568	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	24.2106
11.3459	-1.96799	-2.83294	-1.72024	0.561285	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.168659
11.3561	-1.81299	-2.8307	-1.67869	0.578487	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.231981
11.3646	-1.66205	-2.82366	-1.6461	0.578318	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.166149
11.3104	-1.51706	-2.8138	-1.55162	0.682984	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	8.0646
11.2991	-1.37119	-2.82066	-1.51152	0.689909	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.345478
11.2522	-1.216	-2.81762	-1.43568	0.750469	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	2.61565
11.205	-1.09117	-2.77123	-1.38814	0.75621	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	7.22065
11.087	-0.957517	-2.77042	-1.25033	0.913629	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	18.1879
11.0484	-0.799327	-2.81393	-1.21041	0.902383	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	8.04466
10.9981	-0.655254	-2.81193	-1.17387	0.879358	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	0.740051
10.9121	-0.527241	-2.79523	-1.10812	0.900628	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	1.25998
10.8146	-0.396035	-2.80073	-1.02614	0.952087	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	2.24385
10.6884	-0.295803	-2.77154	-0.93286	1.00482	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	4.76329
10.5342	-0.190991	-2.79309	-0.801036	1.12461	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	14.5859
10.3837	-0.11202	-2.77604	-0.696289	1.18012	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	3.03171
10.2852	-0.0121045	-2.76551	-0.654958	1.1459	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	2.19362
10.1048	0.0205627	-2.74418	-0.510068	1.25857	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	9.5177
9.96529	0.0870091	-2.74802	-0.434054	1.26875	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	0.319544
9.78531	0.0919158	-2.73945	-0.288686	1.37596	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	7.05675
9.63834	0.128446	-2.74042	-0.211285	1.3784	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.075861
9.4585	0.0942263	-2.74114	-0.0544094	1.49645	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	7.59152
9.30805	0.0963707	-2.74167	0.0277857	1.49632	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.0168642
9.17951	0.12277	-2.73153	0.0626778	1.43003	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	2.56404
9.03119	0.108407	-2.73086	0.14015	1.42854	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.127561
8.90916	0.176762	-2.70346	0.101354	1.25493	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	16.6884
8.77439	0.155947	-2.68286	0.172096	1.26512	8.90199	0.247143	8.85	0.25	-1.81847	0	7.68845
8.64664	0.197864	-2.65702	0.155514	1.13634	8.76016	0.263752	8.75	0.25	-1.81846	0	10.7659
8.48893	0.174744	-2.68151	0.210127	1.11472	8.46355	0.258809	8.55	0.25	-3.6326	0	11.3468
8.34465	0.197438	-2.66543	0.202062	1.00605	8.35367	0.252596	8.35	0.25	-3.6326	0	6.93107
8.19746	0.165368	-2.66915	0.254982	1.00085	8.05161	0.241868	8.2	0.25	-2.72841	0	0.414202
8.04938	0.186832	-2.65338	0.234862	0.881357	8.05411	0.247878	8.05	0.25	-2.72842	0	8.36823
7.90537	0.150301	-2.65515	0.281855	0.878528	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.220119
7.7609	0.125275	-2.65204	0.306878	0.841037	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.80301
7.62232	0.0797271	-2.65599	0.349731	0.833696	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	0.840043
7.48155	0.0359824	-2.65583	0.383655	0.814605	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.230741
7.34034	-0.00949454	-2.67699	0.408404	0.78181	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	5.28798
7.20265	-0.0204002	-2.66901	0.391769	0.692723	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	5.20902
7.08517	-0.0845295	-2.64911	0.444595	0.722629	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	4.74555
6.95468	-0.148786	-2.64891	0.483157	0.720746	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.00227038
6.83799	-0.224373	-2.63687	0.535577	0.74594	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	2.15371
6.72588	-0.322093	-2.63986	0.603841	0.788459	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	1.23095
6.6247	-0.414155	-2.62549	0.664773	0.822197	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	2.63279
6.52496	-0.533173	-2.63375	0.744739	0.875887	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	2.21617
6.45767	-0.652292	-2.60582	0.840251	0.967284	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	14.0796
6.39802	-0.83879	-2.63976	0.990717	1.1148	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	20.5477
6.34346	-0.958945	-2.63274	1.06695	1.15346	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	2.23169
6.3094	-1.14667	-2.68083	1.21014	1.27927	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	23.7391
6.26607	-1.27264	-2.68097	1.27067	1.27128	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.478302
6.23496	-1.41106	-2.68914	1.3452	1.28664	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.578803
6.2305	-1.5506	-2.68485	1.44184	1.34707	6.24787	-1.61119	6.25	-1.6	0	-2.99288	3.81151
6.22018	-1.70548	-2.71222	1.52796	1.37187	6.23547	-1.75335	6.25	-1.75	0	-2.99285	3.67918
6.24903	-1.85988	-2.70873	1.6414	1.43929	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	4.47208
6.27226	-2.02071	-2.72671	1.73179	1.45241	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	1.97296
6.289	-2.16492	-2.72204	1.78613	1.40462	6.53066	-2.26346	6.35	-2.2	0	-2.72782	3.89332
6.32596	-2.31779	-2.73567	1.86467	1.40464	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.77162
6.34529	-2.46058	-2.73197	1.90522	1.34471	6.27034	-2.51837	6.35	-2.55	0	-3.63689	3.85036
6.34287	-2.64336	-2.80071	1.93613	1.28523	6.34287	-2.73391	6.35	-2.75	0	-3.63689	13.4387
6.40347	-2.78579	-2.80252	2.00788	1.28701	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.375156
6.4038	-2.97212	-2.8651	2.01482	1.2023	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	13.9885
6.46278	-3.11408	-2.85991	2.0641	1.17586	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	1.0516
6.49307	-3.28487	-2.89365	2.0794	1.11128	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	5.85098
6.56331	-3.4235	-2.88507	2.12321	1.08247	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	2.08611
6.60506	-3.58941	-2.90889	2.13341	1.01782	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	4.64079
6.68204	-3.72472	-2.90124	2.17471	0.995294	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	1.17815
6.71355	-3.89984	-2.92422	2.15894	0.902142	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	7.7919
6.78579	-4.03547	-2.90967	2.18595	0.868213	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	2.89918
6.83175	-4.20282	-2.92417	2.17486	0.788642	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	5.20544
6.9404	-4.33092	-2.93498	2.2315	0.807207	7.10395	-4.4909	6.95	-4.4	1.81821	-2.72732	1.6304
6.99379	-4.49954	-2.94933	2.21156	0.71673	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	6.49196
7.07956	-4.62996	-2.93844	2.23745	0.69717	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	1.45582
7.12916	-4.7995	-2.94795	2.20751	0.601044	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	6.18457
7.20185	-4.92006	-2.93162	2.21889	0.572338	7.24619	-4.97657	7.2	-4.95	1.00033	-2.00068	4.08784
7.28237	-5.04059	-2.93066	2.23842	0.560541	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	0.114648
7.38465	-5.15231	-2.94392	2.27975	0.582019	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	4.12002
7.44236	-5.29997	-2.95054	2.25181	0.498815	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	4.60834
7.51657	-5.42941	-2.92265	2.25305	0.461692	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	10.5305
7.6056	-5.56013	-2.92036	2.26541	0.444537	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	0.248512
7.70223	-5.68251	-2.91835	2.28847	0.445348	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	1.54111
7.78771	-5.82103	-2.92001	2.28355	0.403122	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	1.01304
7.86593	-5.94543	-2.89138	2.2826	0.371075	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	12.5854
7.96322	-6.05729	-2.8819	2.30968	0.384886	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	0.783507
8.06791	-6.17348	-2.88238	2.33057	0.385718	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	0.549636
8.13512	-6.32281	-2.88242	2.29661	0.307603	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	3.4949
8.24517	-6.44042	-2.88775	2.31613	0.311145	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	0.573539
8.30791	-6.60027	-2.89168	2.26752	0.216128	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	5.19369
8.38541	-6.72482	-2.86641	2.26084	0.190358	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	8.97417
8.46519	-6.84535	-2.85421	2.26587	0.187572	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	1.14652
8.54867	-6.96694	-2.84104	2.26663	0.176	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	1.93189
8.59832	-7.11946	-2.83626	2.22197	0.100707	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	4.01314
8.69699	-7.24273	-2.84314	2.23232	0.108804	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	1.53904
8.74069	-7.41379	-2.85005	2.16516	0.00281685	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	6.98373
8.80757	-7.54704	-2.83012	2.14664	-0.025836	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	6.37269
8.8858	-7.66333	-2.815	2.15989	-0.000123874	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	1.56418
8.97677	-7.79059	-2.82287	2.1673	0.0125367	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	2.30971
9.0374	-7.93407	-2.82197	2.14069	-0.0250464	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	1.02424
9.11868	-8.05298	-2.82714	2.14297	-0.0198793	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.552927
9.15217	-8.20261	-2.83187	2.0903	-0.0927618	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	3.69361
9.1957	-8.34239	-2.80522	2.05574	-0.137312	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	9.92281
9.25683	-8.46879	-2.7903	2.05619	-0.121556	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	1.27457
9.32351	-8.60475	-2.78823	2.04721	-0.124216	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.111205
9.36408	-8.75069	-2.78374	2.01743	-0.153224	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.94312
9.425	-8.88921	-2.78193	2.00657	-0.155918	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.13367
9.45928	-9.03683	-2.77742	1.97542	-0.183819	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.919137
9.5199	-9.16383	-2.78306	1.97423	-0.170681	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	0.892737
9.52811	-9.32349	-2.79711	1.91081	-0.245227	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	4.78188
9.57835	-9.46837	-2.79788	1.89888	-0.242032	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.136375
9.60375	-9.62724	-2.80368	1.86084	-0.274547	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.95461
9.65168	-9.76054	-2.80902	1.85738	-0.258205	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.733009
9.66636	-9.91186	-2.82025	1.81595	-0.296113	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	1.64719
9.68877	-10.0494	-2.81534	1.79198	-0.308963	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.37715
9.73226	-10.1747	-2.80414	1.79511	-0.2839	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	1.0147
9.73544	-10.3272	-2.7908	1.74811	-0.331195	9.77731	-10.3295	9.75	-10.3	0	-2.72851	3.95656
9.76822	-10.4691	-2.78068	1.74168	-0.315027	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.591793
9.81425	-10.6189	-2.7885	1.74426	-0.286733	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.15863
9.84509	-10.7647	-2.78265	1.73589	-0.277008	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.20191
9.84991	-10.9026	-2.77681	1.70428	-0.303117	9.84397	-10.9287	9.85	-10.9	0	-3.00318	0.976577
9.86311	-11.0434	-2.78086	1.68404	-0.309652	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.100205
9.87462	-11.1811	-2.78023	1.66858	-0.307718	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.42187
9.87247	-11.3305	-2.79373	1.63685	-0.327997	9.84407	-11.3565	9.85	-11.35	0	-3.00012	1.12745
9.89012	-11.4696	-2.79656	1.63236	-0.30953	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.553881
9.88104	-11.6202	-2.81027	1.60032	-0.329164	9.83943	-11.6467	9.85	-11.65	0	-2.99592	1.21396
9.8029	-11.7749	-2.79238	1.49643	-0.452825	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	15.7444
9.7849	-11.9064	-2.75945	1.47734	-0.443853	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	4.77859
9.74481	-12.0565	-2.75581	1.4254	-0.484487	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	1.56271
9.70161	-12.189	-2.72937	1.38953	-0.493899	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	3.10967
9.65543	-12.3349	-2.72772	1.34535	-0.517264	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.429669
9.60195	-12.4738	-2.71855	1.30523	-0.529523	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.532579
9.48065	-12.6082	-2.71555	1.18892	-0.653735	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	10.7819
9.38362	-12.7165	-2.6792	1.11899	-0.696095	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	7.1333
9.22761	-12.8194	-2.68456	0.973455	-0.856484	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	16.8077
9.09227	-12.8966	-2.65677	0.877359	-0.921145	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	6.97016
8.9407	-12.9916	-2.66603	0.759497	-1.01858	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	6.37274
8.77861	-13.0444	-2.63813	0.633721	-1.11132	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	10.2577
8.65878	-13.1262	-2.63779	0.572826	-1.11044	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0.118639
8.51261	-13.1771	-2.62984	0.476357	-1.15805	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	2.07551
8.34424	-13.2043	-2.65734	0.337682	-1.2862	8.27267	-12.996	8.4	-13.15	-2.99683	0	17.0734
8.18813	-13.2025	-2.65082	0.214389	-1.36667	8.25965	-13.1488	8.25	-13.15	-2.9968	0	5.82437
8.05473	-13.2381	-2.63881	0.16407	-1.32296	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	3.15351
7.91447	-13.2543	-2.637	0.0886524	-1.32871	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.11539
7.77276	-13.2629	-2.63623	0.0167775	-1.32846	7.866	-13.4154	7.8	-13.25	-2.7295	0	0.362064
7.62577	-13.2547	-2.63702	-0.062935	-1.33778	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.0693539
7.49679	-13.2462	-2.63197	-0.121745	-1.32245	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.537708
7.36651	-13.2359	-2.63139	-0.175598	-1.30362	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.303265
7.22352	-13.1998	-2.63877	-0.257995	-1.32512	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	1.28081
7.08141	-13.159	-2.6402	-0.328905	-1.32106	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.0554776
6.94378	-13.1102	-2.63668	-0.395526	-1.3077	6.79473	-13.0433	6.85	-13.15	-3.63709	0	0.866783
6.79085	-13.102	-2.63302	-0.401797	-1.20273	6.65123	-13.1604	6.65	-13.15	-3.63709	0	8.19357
6.67028	-13.0452	-2.6369	-0.465174	-1.21002	6.54115	-13.2079	6.5	-13.1	-3.0006	1.00018	0.62281
6.52851	-13.0092	-2.64226	-0.489445	-1.1498	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	3.49337
6.40078	-12.9551	-2.61602	-0.521082	-1.0827	6.27012	-13.1139	6.25	-13.05	-1.81729	0	21.7352
6.23867	-12.9567	-2.6065	-0.481509	-0.925824	6.14459	-13.0471	6.15	-13.05	-1.81729	0	17.3647
6.11312	-12.8814	-2.61516	-0.542545	-0.947888	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	2.49297
5.97081	-12.8218	-2.62042	-0.568728	-0.906754	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	1.38446
5.86019	-12.7506	-2.61974	-0.611002	-0.900811	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	0.268628
5.71513	-12.708	-2.6277	-0.604862	-0.821384	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	4.88401
5.60531	-12.6376	-2.62074	-0.634334	-0.797037	5.45236	-12.7392	5.45	-12.7	-2.00001	1	3.11738
5.46428	-12.5957	-2.62475	-0.619681	-0.713543	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	5.07281
5.35764	-12.5149	-2.62974	-0.659933	-0.723975	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.829336
5.23983	-12.4349	-2.63868	-0.688862	-0.713899	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.535528
5.13039	-12.3411	-2.63882	-0.728144	-0.714701	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.621869
5.01341	-12.244	-2.64525	-0.762577	-0.708511	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.245013
4.917	-12.1413	-2.66437	-0.813481	-0.743904	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	12.4318
4.84009	-12.0082	-2.67949	-0.895507	-0.812668	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	5.07515
4.75759	-11.9035	-2.67601	-0.933557	-0.806743	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	1.09783
4.68597	-11.7777	-2.68533	-0.99547	-0.839777	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	1.35381
4.60656	-11.6604	-2.7008	-1.03822	-0.845979	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	4.35698
4.56624	-11.51	-2.7138	-1.12801	-0.915903	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	4.95065
4.49936	-11.3843	-2.72879	-1.16988	-0.913383	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	3.15363
4.47812	-11.2164	-2.75458	-1.27416	-0.999415	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	9.46342
4.46421	-11.0713	-2.72918	-1.34688	-1.02258	4.43671	-11.0976	4.45	-11.05	0	1.8168	7.90759
4.43017	-10.9337	-2.72008	-1.3911	-1.00515	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.592897
4.40378	-10.7992	-2.72447	-1.43737	-0.999689	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.266149
4.40129	-10.663	-2.72089	-1.49535	-1.00925	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.160914
4.43932	-10.5281	-2.69544	-1.58513	-1.06477	4.44716	-10.5583	4.45	-10.55	0	2.00041	8.04868
4.44462	-10.4075	-2.67487	-1.62827	-1.05041	4.45187	-10.4417	4.45	-10.45	0	2.00038	1.82489
4.46106	-10.2744	-2.67295	-1.68614	-1.05806	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.12963
4.49326	-10.1403	-2.67371	-1.74907	-1.06939	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.250816
4.49963	-9.99505	-2.68019	-1.7827	-1.03321	4.56608	-10.005	4.55	-10	0	2.72717	1.46974
4.53704	-9.84929	-2.68472	-1.84173	-1.03538	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.121929
4.59222	-9.70967	-2.68344	-1.91051	-1.05164	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.231399
4.65154	-9.56259	-2.69931	-1.97125	-1.05216	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	1.5342
4.65869	-9.43178	-2.70049	-1.96917	-0.974481	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.71436
4.71098	-9.28987	-2.72762	-2.0085	-0.957838	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	4.46827
4.82867	-9.17861	-2.73254	-2.1176	-1.04246	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	5.25238
4.90801	-9.05513	-2.74571	-2.16697	-1.0342	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	1.52013
4.93645	-8.93014	-2.73385	-2.1529	-0.936072	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	7.92597
4.99693	-8.79018	-2.75927	-2.16787	-0.889461	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	6.57163
5.12077	-8.67686	-2.76857	-2.25508	-0.942915	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	2.79349
5.24177	-8.56632	-2.77296	-2.32043	-0.954641	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.795965
5.29487	-8.45043	-2.7549	-2.30903	-0.862543	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	7.64761
5.37153	-8.31562	-2.77591	-2.30795	-0.796732	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	8.09542
5.47925	-8.21869	-2.7822	-2.36194	-0.818332	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.938704
5.57598	-8.09802	-2.79855	-2.37339	-0.770759	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	4.89023
5.65693	-7.99129	-2.786	-2.37703	-0.710879	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	4.18276
5.76473	-7.8919	-2.79211	-2.40833	-0.701206	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.521069
5.86172	-7.79495	-2.78688	-2.42862	-0.675011	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	0.930357
5.9614	-7.68345	-2.79636	-2.4348	-0.632115	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	2.5912
6.0745	-7.58146	-2.79243	-2.45781	-0.610199	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	0.70589
6.1917	-7.47325	-2.79812	-2.47488	-0.584197	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.844715
6.3123	-7.39379	-2.80562	-2.52013	-0.614317	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.94626
6.42775	-7.28824	-2.81918	-2.52069	-0.564421	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	3.53565
6.56496	-7.20489	-2.82581	-2.56348	-0.584852	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.680891
6.70785	-7.13721	-2.82547	-2.61507	-0.612972	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.800572
6.80803	-7.05321	-2.8072	-2.60982	-0.545808	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	6.74893
6.92877	-6.97407	-2.81081	-2.62566	-0.527336	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.358749
7.06634	-6.89951	-2.81162	-2.6538	-0.524394	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.189865
7.19391	-6.78345	-2.82454	-2.6282	-0.43799	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	6.6732
7.31125	-6.69348	-2.80781	-2.61743	-0.368612	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	8.23389
7.43877	-6.58648	-2.81654	-2.60096	-0.310365	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	2.94557
7.56734	-6.50482	-2.81259	-2.61099	-0.29648	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.325977
7.70053	-6.44425	-2.80482	-2.64614	-0.327399	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.947914
7.84577	-6.37845	-2.81223	-2.67784	-0.354598	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	1.27734
7.98352	-6.32607	-2.80503	-2.7147	-0.383253	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.780649
8.08404	-6.25405	-2.78161	-2.6993	-0.315256	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	9.16498
